description,keywords,genre,year,name,director,id
La vida del abogado que se convirtió en el famoso líder de las revueltas hindúes contra el dominio británico a través de su filosofía de protesta no violenta.,"India, paz, british india, surname as title, non-violence","biografía, drama",1983.0,Gandhi,Richard Attenborough,1658
"El peor niño del mundo hace un descubrimiento impensable: hay otro niño aún peor que él, y es una niña.","boy, girl, globo, escuela, roller skates","comedia, familiar",1991.0,Este chico es un demonio 2,Brian Levant,1659
Un abogado de divorcio exitoso se siente atraído por la futura ex esposa de su cliente. Todo cambia cuando Marilyn promete venganza contra el abogado y su esposo.,"woman wears eyeglasses, personaje femenino empoderado, lake tahoe, reference to henry viii, decepción","comedia, crimen, romance",2003.0,Crueldad intolerable,Joel Coen,1660
"Las antiguas parejas de Maggie y Sam están enamoradas. Ella quiere vengarse y él quiere recuperar su amor perdido, así que trabajan juntos para romper la feliz pareja.","venganza, photographer, chef, restaurante, astronomer","comedia, romance",1997.0,Adictos al amor,Griffin Dunne,1661
Un poeta ruso y su intérprete viajan a Italia para investigar la vida de un compositor del siglo XVIII.,"título de una sola palabra, lloviendo, little girl, mechero, encendedor",drama,1983.0,Nostalgia,Andrei Tarkovsky,1662
La leyenda de Papá Noel se pone en peligro cuando un fabricante de juguetes sin escrúpulos intenta hacerse cargo de la Navidad.,"juguete, santa claus, elf, Navidad, north pole","aventura, familiar, fantasía",1985.0,Santa Claus: La película,Jeannot Szwarc,1663
"Un hombre es recogido por un barco pesquero, acribillado a balazos y con amnesia, antes de correr para eludir a los asesinos e intentar recuperar la memoria.","amnesia, secret past, dinero, assassin, pasado oscuro","acción, misterio, suspense",2002.0,The Bourne Identity: El caso Bourne,Doug Liman,1664
Un veterano de la guerra del Golfo es enviado erróneamente a una institución mental donde se convierte en el objeto de los experimentos de un médico.,"manicomio, time traveler, máquina del tiempo, mortuario, disparo en la cabeza","drama, fantasía, misterio",2006.0,The jacket,John Maybury,1665
Un cazarrecompensas taciturno viaja atrás en el tiempo al Los Ángeles de los 80 para detener a un criminal depravado que transforma a las personas en zombis.,"la década de 1980, detective, detective de policía, viaje en el tiempo, villain","acción, ciencia ficción",1985.0,Guardianes del futuro (Trancers),Charles Band,1666
El primer capítulo de una historia de dos partes que se centra en una batalla librada en el período de los Tres Reinos de China (220-280 d.C.).,"han dynasty china, female spy, 3rd century, chibi, evento histórico","acción, aventura, drama",2010.0,Acantilado rojo,John Woo,1667
"Una adolescente embarazada rehace su vida tras ser abandonada por su novio en un supermercado de Sequoyah, en Oklahoma.","17 años de edad, pueblo, biblioteca, wal mart, woman holds a baby","comedia, drama, romance",2000.0,La fuerza del amor,Matt Williams,1668
"Un ratón, un topo y un erizo ariesgan sus vidas para curar a su amigo el tejón, que ha sido envenenado por los hombres.","animal protagonist, anthropomorphic animal as protagonist, orphan, teacher, poison gas","animación, aventura, drama",1993.0,El bosque de colores,Charles Grosvenor,1669
Un veterano de la 2. Guerra Mundial (Bill Murray) emprende una misión espiritual que lo lleva desde el Himalaya hasta su pueblo.,"boda, lama, India, budista, wounded soldier","drama, romance, bélico",1985.0,El filo de la navaja,John Byrum,1670
"Las Spice Girls, el grupo de pop mundialmente famoso, recorren Londres en su lujoso autobús turístico de dos pisos viviendo varias aventuras y actuando para sus fans.","trash movie, celebridad, girl band, acercamiento entre mujeres, concert tour","comedia, familiar, música",1997.0,Spiceworld: La película,Bob Spiers,1671
"Cuando un hipocondríaco se entera de que se está muriendo, acepta una oferta para tirarse a un volcán en una isla tropical y, en el camino, aprende a vivir de verdad.","whimsical, versus in title, título con cuatro palabras, manic pixie dream girl, isla","comedia, romance",1990.0,Joe contra el volcán,John Patrick Shanley,1672
Un joven piloto es reclutado sin saberlo en una encubierta y corrupta C.I.A. organización de transporte aéreo que opera en Laos durante la guerra de Vietnam.,"cia, piloto, laos, guerra de Vietnam, comedia negra","acción, comedia, bélico",1990.0,Air America,Roger Spottiswoode,1673
Una residente de Salem intenta inculpar a la esposa de su examante por ser una bruja en medio de los juicios por brujería de 1692.,"witch hunt, salem witch trial, salem massachusetts, falsa acusación, witch","drama, historia",1997.0,El crisol,Nicholas Hytner,1674
El estrafalario personal de un hospital en ruinas se familiariza gradualmente con los sucesos sobrenaturales que suceden allí.,"based on television series, remake, referencia a Stephen King, reference to the u.s. civil war, haunted hospital","drama, fantasía, terror",2005.0,Kingdom Hospital,,1675
"Tom Reagan, asesor de un jefe del crimen de la época de la ley seca, intenta mantener la paz entre las mafias enfrentadas, pero se ve atrapado en una división de lealtades.","irish mob, lealtad, crimen organizado, poder, violencia","crimen, drama, suspense",1990.0,Muerte entre las flores,Joel Coen,1676
Un agente de la CIA debe superar a un agente de la KGB en la búsqueda de un arma muy avanzada perdida en el Mediterráneo.,"russian villain, man murders a woman, asesinato, cia central intelligence agency, belgian actor playing foreigner","acción, drama",,Black Eagle,Eric Karson,1677
"La historia de Rubin ""Huracán"" Carter, un boxeador encarcelado injustamente por asesinato, y de las personas que le ayudaron a defender su inocencia.","toronto ontario, reference to fyodor dostoyevsky, reference to w.e. b. dubois, reference to richard wright, referencia a Victor Hugo","biografía, drama, deporte",2000.0,Huracán Carter,Norman Jewison,1678
Un descubrimiento accidental cerca de la propiedad de un doctor reabre las dolorosas heridas abiertas hace 8 años con el asesinato de su esposa.,"muerte fingida, atado, skinny dipping, nude swimming, escote","crimen, drama, misterio",2006.0,No se lo digas a nadie,Guillaume Canet,1679
"Un guardacostas viudo y una diseñadora de bolsos viuda se enamoran y se casan, para sorpresa de sus 18 hijos entre ambos.","almirante, instituto, marshmallow, blended family, relaciones de familia","comedia, familiar, romance",2006.0,"Míos, tuyos y nuestros",Raja Gosnell,1680
"Una mujer contrata a un gay para que pase cuatro noches en su casa para vigilarla cuando ""nadie puede verla"".","sex while asleep, copulación, genitales femeninos, bare breasts, gay man has sex with a woman",drama,2004.0,Anatomía del infierno,Catherine Breillat,1681
"Una variedad de perdedores en Dublín tienen historias cruzadas de amor, codicia y violencia.","amor, stripped car, herida, búsqueda, writing out a conversation","comedia, crimen, drama",2004.0,InterMission,John Crowley,1682
"El auge y caída del general confederado Thomas ""Stonewall"" Jackson, según encuentra el éxito militar contra la Unión entre 1861 y 1863, cuando accidentalmente muere a manos de sus propios hombres.","george washington character, john wilkes booth character, confederate army, bayonet charge, bayonet fight","biografía, drama, historia",2003.0,Dioses y generales,Ron Maxwell,1683
"Un detective de Chicago, que busca vengar la muerte de su compañero, viaja a Nueva Orleans, donde inesperadamente se ve envuelto en un juego de supervivencia del gato y el ratón.","neonoir, coche, automóvil, u.s. car, oldsmobile","crimen, drama, romance",1986.0,Atrapados sin salida,Richard Pearce,1684
"Sydney Bristow es una espía internacional reclutada en la universidad, entrenada para el espionaje y la defensa personal.","murderess, Disney, cia central intelligence agency, spy action, spy thriller","acción, drama, misterio",2002.0,Alias,,1685
El exmúsico y pistolero El Mariachi llega a una pequeña ciudad fronteriza mexicana después de haber estado ausente durante mucho tiempo. Su pasado no tarda en alcanzarle y pronto se enreda con el capo de la droga local Bucho y su ban,"contemporary western, mexican, uno contra muchos, lone wolf, musician","acción, crimen, suspense",1995.0,Desperado,Robert Rodriguez,1686
"El mito de los vampiros recibe un tratamiento elegante de la década de 1960, donde un policía humano se asocia con un policía vampiro para detener a un vampiro empeñado en crear una guerra entre las dos razas separadas pero iguales.","vampiro, influenza, epidemia, Nueva Zelanda, steampunk","acción, drama, fantasía",2008.0,La criatura perfecta,Glenn Standring,1687
"Los detectives de homicidios Prudhome y Hollingsworth, están asignados a investigar un asesinato. Ambos se enredan en la trama de un asesino en serie cuyo objetivo es recrear el cuerpo de Cristo.","brutalidad, bebé, referencia a Jesucristo, fbi profiler, contando una broma","crimen, drama, terror",1999.0,Resurrección,Russell Mulcahy,1688
"Un joven rapero con una vida repleta de problemas busca la fama, pero tanto amigos como enemigos se lo ponen difícil en el mundo del rap.","self expression, competencia, música rap, hip-hop, insulto gay","drama, música",2003.0,8 millas,Curtis Hanson,1689
"Ella es la madre americana perfecta, una gran cocinera y ama de casa, una recicladora devota y una mujer que literalmente matará para mantener felices a sus hijos.","serial killer, familia disfuncional, serial killer as protagonist, multiple killing, based on supposedly true story","comedia, crimen, suspense",1995.0,Los asesinatos de mamá,John Waters,1690
Un aspirante a novelista intenta apoyar a su novia más joven mientras sucumbe lentamente a la locura.,"amor obsesivo, desnudez, pubic hair, borderline personality disorder, female nudity","drama, romance",1986.0,Betty Blue,Jean-Jacques Beineix,1691
"Un mayordomo, que sacrificó en cuerpo y alma al servicio de su aristocrático señor en los años previos a la Segunda Guerra Mundial, se da cuenta demasiado tarde de lo equivocada que estaba su lealtad.","diferencias de clase, butler, housekeeper, casa señorial, nazi","drama, romance",1994.0,Lo que queda del día,James Ivory,1692
"Dos policías de Los Ángeles con puntos de vista opuestos sobre cuál es la mejor manera de hacer cumplir la ley tienen que trabajar juntos para acabar con la yakuza, mientras intentan proteger a una hermosa mujer.","yakuza, detective, japanese american, little tokyo, violencia","acción, comedia, crimen",1991.0,Little Tokyo: Ataque frontal,Mark L. Lester,1693
"Robert Ford, quien ha idolatrado a Jesse James desde su infancia, intenta unirse al grupo del proscrito, pero su adoración poco a poco se convierte en resentimiento.","jesse james character, bob ford character, título largo, asesinato, hero worship","biografía, crimen, drama",2007.0,El asesinato de Jesse James por el cobarde Robert Ford,Andrew Dominik,1694
"En el año 2139, la humanidad vive envuelta en una permanente violencia. Sin embargo, en MegaCity Uno, una de las tres megaciudades que existen en Estados Unidos, hay un hombre dispuesto a luchar contra el crimen: el impacable Juez Dr","based on comic book, película de culto, judge, policía, brutalidad policial","acción, crimen, ciencia ficción",1995.0,Juez Dredd,Danny Cannon,1695
"El viejo ladrón de bancos Henry, paralizado por derrame cerebral, es trasladado del hospital de la cárcel a una residencia de ancianos, donde Carol es enfermera. Ella no cree que esté paralizado y lo ve como una salida a su aburrida ","infarto, lap dance, toaster oven, reloj de pulsera, coma","drama, comedia, crimen",2000.0,Donde esté el dinero,Marek Kanievska,1696
